微博正文,是否原创,发布时间,发布工具,点赞数,转发数,评论数
",微议录,管太多与管太少都不好,读大学前管太多,学生兴趣和理想被忽视,方向和路径被设定,读大学后又管太少,感到迷茫和荒废的学生不在少数,感谢,Y葉偉,honey李1,兔宝宝佳宜,华侨大学报学生记者团,社科专家肖火力,chapter牛,谁是谁的过客3,沙海拍岸,文松辉,等网友对逃课等话题发表评论,原图,",True,2012-12-28 23:19,微博 weibo.com,13,340,196
"转发理由,微评论,让道德和法律共同点亮黄昏的余晖,人大常委会今日通过修改的老年人权益保障法,脍炙人口的,常回家看看,从歌词写入法律文本,此举既凸显了父慈子孝的传统美德,又折射出当代社会孝道的沦失,老年节入法是对,百善孝为先,的彰显,更是对,子欲养而亲不待,的警示,何为0514,原始用户,人民日报,转发内容,人民日报,面向网友征集,你好,明天,微评论,稿件,每天新闻那么多,您不能总听我们自说自话,是否也想不吐不快,没关系,如果您观点新鲜,独到,理性,欢迎来稿邮件至rmrbwbs,163,com,140字以内,注明微博ID,一经发布我们支付稿酬,公共言说空间,不能缺了您的声音,共同参与,推动社会进步,",False,2012-12-28 22:48,媒体版微博,6,184,147
",微调查,您理想中的学前教育,入园难,入园贵,入园全家得排队,一句戏谑点破了学前教育的难题,公办园依旧稀缺,民办园两极分化,城乡发展仍不均衡,不知您是否也曾为子女的入园问题犯难,或者一直在关注学前教育的破局,请让我们听到您的心声和建言,点此进入调查链接",True,2012-12-28 22:21,人民日报微博,8,150,150
",听政,吉林省委书记王儒林,一定要倡导例行节约,艰苦奋斗,大手大脚,铺张浪费等作风是群众非常反感的事情,谁在这方面出问题,谁就会付出惨重的代价,千万不能在这些方面出问题,否则后悔莫及,各级政府一定要做到多为群众办实事,办好事,解难题,知民情,解民忧,暖民心,原图,",True,2012-12-28 21:51,人民日报微博,9,232,97
",南大,标准哥,惹麻烦了,入侵老师邮箱搜出考卷,要被开除,南京大学学生刘靖康,曾通过电话按键音破解360总裁周鸿祎手机号,还曾用7000张照片做出南京大学各院系,标准脸,不过这次他似乎,玩过头了,利用漏洞入侵邮箱,搜到期末考卷,并将整个入侵过程公布上网,",True,2012-12-28 21:18,人民日报微博,50,2203,1120
",微评论,网络立法,重在约束权力,如何看待网络立法,可能人言人殊,但一个基本常识是,对公民来说,法无禁止即自由,对政府而言,法无授权即禁止,通过网络立法,让网络监管从,行政手段,走向,法律手段,这是依法行政的要求,也有利于克服权力的任性与冲动,从而更好地规范权力,保护权利,",True,2012-12-28 20:47,人民日报微博,14,340,30
",人民日报,面向网友征集,你好,明天,微评论,稿件,每天新闻那么多,您不能总听我们自说自话,是否也想不吐不快,没关系,如果您观点新鲜,独到,理性,欢迎来稿邮件至rmrbwbs,163,com,140字以内,注明微博ID,一经发布我们支付稿酬,公共言说空间,不能缺了您的声音,共同参与,推动社会进步,",True,2012-12-28 20:20,微博 weibo.com,30,665,378
",急需4000份爱,瑞红姐姐,是,瓷娃娃,31次骨折,从未站起行走,自学成为二级心理咨询师,现在她又一次被推上生命的悬崖,患上严重的颅底凹陷症,导致脊髓空洞,急需到意大利手术,为让自己后半生能坐着生活,她期待用生命里4000小时的心理咨询时间筹集手术费,再一次拯救自己,继续公益梦想,原图,",True,2012-12-28 19:55,人民日报微博,168,18939,1432
",浙江异地高考新政出台,需完整高中学习经历和学籍,具体要求,从高一年级开学时就在浙江高中阶段连续学习,在省电子学籍系统进行高中电子学籍注册且按规定完成高中学业,中间不中断,因故经批准同意休学的除外,明年起执行,符合明年高考的外省籍进城务工人员随迁子女约一万人,",True,2012-12-28 19:25,微博 weibo.com,11,234,538
",劳动合同法明确劳务派遣者同工同酬权利,人大常委会今日通过修改劳动合同法的决定,明确被派遣劳动者同工同酬权利,指出劳务派遣用工只能在临时性,辅助性或替代性的岗位上实施,临时性是指岗位存续不超6月,辅助性是指用岗位为主营业务提供服务的非主营业务岗位,",True,2012-12-28 18:44,人民日报微博,9,1164,250
",吃火锅别最后煮面,肥牛,羊肉等会让汤底脂肪含量增加,海鲜,内脏等含有大量嘌呤,此外,锅内亚硝酸盐含量也会不断增加,用火锅汤最后煮面,会把锅底中的油脂,嘌呤,亚硝酸盐等也吃进肚子,最好是肉吃到一半时,就放些杂粮面条,粗粮中的纤维还可促进肠胃蠕动,帮助消化和排出体内废物,生命时报,原图,",True,2012-12-28 18:00,人民日报微博,13,4285,547
",网络信息保护决定不会影响网络反腐,全国人大常委会法工委副主任李飞28日表示,一些公众担心出台网络信息保护决定会影响人民群众通过网络发表监督,批评以及揭露腐败行为,是,没有必要的,他表示制定这个决定同样还是要坚持依靠人民群众通过各种形式揭露腐败行为,依法惩处腐败等违法行为,原图,",True,2012-12-28 17:23,人民日报微博,5,337,8
",印度少女被轮奸后自尽,警方曾提议其嫁给嫌犯,据韩联社12月28日报道,印度一名少女在遭到轮奸后,被害者的一名姐妹透露,负责警官却希望此事私了,警察要求她要么接受协议金,要么和其中一人结婚,致该少女愤而自杀,而直至受害者自杀前,此案件中没有一人被逮捕,",True,2012-12-28 17:10,微博 weibo.com,17,849,780
",全国人民代表大会常务委员会关于加强网络信息保护的决定,该决定于2012年12月28日第十一届全国人民代表大会常务委员会第三十次会议通过,内容详见长微博,原图,",True,2012-12-28 16:38,人民日报微博,5,714,25
",常回家看看,正式入法,全国人大常委会28日表决通过新修改的老年人权益保障法,法律明确,每年农历九月初九为老年节,老年节入法更加凸显敬老爱老尊老助老的重要性,与老年人分开居住的家庭成员,应当经常看望或者问候老年人,用人单位应当按照国家有关规定保障赡养人探亲休假的权利,via新华社,原图,",True,2012-12-28 16:00,微博 weibo.com,28,1356,525
",郭声琨任公安部部长,新华社消息,十一届全国人大常委会第三十次会议经表决决定,郭声琨任公安部部长,",True,2012-12-28 15:53,微博 weibo.com,5,384,17
",何时才能还路于民,1公斤货物通过公路运输从上海到贵州需花费6元到8元人民币,而从上海通过海运到万里之遥的纽约只需花费1,5元人民币,一些货运司机反映,运费中至少有三分之一被高昂的过路过桥费吸走,12月26日,国务院常务会议提出,要降低偏高的车辆通行费收费标准,",True,2012-12-28 15:17,人民日报微博,17,667,423
",微调查,海南式拼假,你支持吗,海南12月31日将举办全省,欢乐节,放假1天,这相当于拼出了一个6天的假期,海南方面称,每年海南欢乐节都会放假一天,今年主要是考虑到能够,凑整,将假期安排在一起,方便老百姓更好休假,海南式拼假,你怎么看,",True,2012-12-28 14:30,微博 weibo.com,22,385,429
",郑州市房管局,90后女孩,确有11套房产,但非经适房,人民日报记者王汉超消息,河南郑州市房管局称,经查,网传,90后女孩,名下确有11套房产,其中9套商铺,2套商业房,非经适房,她与房产局人员没有亲戚关系,非直系亲属,此前有爆料称,女孩是郑州市房管局某官员的直系亲属,名下有11套经适房,",True,2012-12-28 13:51,人民日报微博,10,394,425
",汽车是个人的,空气是大家的,我国正加速步入汽车社会,这要求汽车文明随之加快建立,开车人有足够的环保意识,国家大力推进公共交通建设,提高公交舒适度,准确度,政府公车更要能少开就少开,汽车尾气污染的空气,可以被任何一个我们爱的人或爱我们的人吸入,",True,2012-12-28 13:20,人民日报微博,6,288,213
",足浴盆不少功能是,忽悠,都说热水泡脚对身体有好处,商家也看准商机,不断升级足浴盆,除了调节温度,还能按摩穴位,臭氧消毒治脚气,业内人士提醒,宣传的这些功效多是忽悠,特别提醒,有些疾病,如外周血管病的病人是不能随便按摩的,选择足疗产品要相当谨慎,",True,2012-12-28 12:32,人民日报微博,5,313,144
",广西发生交通事故致9人死亡,28日早晨6时许,一辆载有20人的面包车从广西南宁开往大化,在大化瑶族自治县七百弄乡古竹村翻下山崖,导致9人死亡,11人受伤,目前伤者已全部送往医院救治,事故原因正在进一步调查,",True,2012-12-28 11:30,人民日报微博,5,131,133
",坐地铁,过长江,新华社消息,我国首条穿越长江的地铁,武汉地铁二号线一期工程28日通车试运营,线路全长27,73公里,沿线设有21个车站,地铁穿越长江江底仅需3分钟,武汉市计划,除二号线一期工程外,到2017年每年至少建成开通1条轨道交通线路,武汉的同志们,是个好消息吧,原图,",True,2012-12-28 11:14,人民日报微博,16,543,353
",政务公开别举挡箭牌,暗箱操作,萝卜招聘,一些部门不敢,不愿公开政务信息,在回应公众质疑时,动辄以,国家机密,作为挡箭牌,这是部门局部利益或个人私利在作怪,要赢得信任,就必须是真公开,不能被动应付,而是要主动作为,拿掉各种,挡箭牌,人民日报,原图,",True,2012-12-28 11:01,人民日报微博,14,379,224
",柴油车是PM2,5排放大户,数据显示,我国已连续3年成为世界机动车产销第一大国,机动车保有量快速增加,城市空气呈现煤烟和机动车尾气复合污染的特点,机动车不仅直接排放PM2,5,其排放的氮氧化物,臭氧,可挥发性有机物,经化学变化成为PM2,5的二次污染物危害更大,",True,2012-12-28 10:00,人民日报微博,2,133,142
",北斗独门绝技,让人知道你在哪儿,与美国GPS,俄罗斯格洛纳斯等系统相比,北斗重要特色在于位置报告和短报文服务,其他卫星导航系统只是告诉你自己在什么地方,但北斗可以将你的位置信息发送出去,使你想告知的人知道你在哪儿,还可以知道别人在哪儿,",True,2012-12-28 09:30,人民日报微博,15,1134,624
",跑饭局,与,话语权,公款吃喝风屡刹不止,是,来的都是客,个个惹不得,的接待心态的作用,折射的是被接待对象的,话语权,上级检查,调研,应少而精,多一些,微服私访,走一些,羊肠小道,倘若止于听听汇报,碰碰杯子,伤的是民心,误的是正事,",True,2012-12-28 08:45,人民日报微博,11,380,233
",人民日报编辑部评出2012国内十大新闻,海域管理加强,公布钓鱼岛标准名称并设三沙市,薄熙来等高官被查处,神九,飞天首次对接,蛟龙,下海创新纪录,首艘航母交接入列,十八大召开,中央出台改进工作作风,密切联系群众八项规定,你的国内十大新闻榜单是什么,",True,2012-12-28 08:05,人民日报微博,8,687,163
",风继续吹,温接着降,又要降温了,中央气象台继续寒潮预警,预计12月28日8时至30日8时,新疆南疆盆地,西北地区中东部,内蒙古大部,华北,东北地区大部等地气温将先后下降6,10,局地可超过14,北方大风,中东部大范围雨雪,华中等地有雾,对照颜色,确定降温幅度,正确打开防冻模式,原图,",True,2012-12-28 07:36,微博 weibo.com,8,818,251
",新闻史上的今天,2003年12月28日,中国国际广播电台38种外语节目全面上网,国际在线,网站成为中国国内语种最多的网站,在全球网站中名列前茅,如今,国际在线,仍保持这一优势,用61种外语及少数民族语言进行内容发布,中国新闻史学会供稿,图片来自网络,原图,",True,2012-12-28 07:00,微博 weibo.com,6,121,47
",你好,明天,中纪委监察部通知要求,严禁借节日跑官要官,收受礼金,三令五申,表明新一届中央反腐决心,也说明形势之严峻,转风气,靠自觉自律,靠重压严管,更靠制度预防和民主监督,如此,即使贪腐藏匿,不穿名牌,不戴名表,也无所遁形,兴衰周期律,历史警示言犹在耳,现实挑战不容回避,安,原图,",True,2012-12-27 23:50,微博 weibo.com,52,2726,983
